Location,Description,Price,Surface,RoomN,Listing,Company,HashKey
"Tirana, Albania",APARTMENT FOR RENT 3+1+2 WITH PARKING POST-TEG!,"2,000 €",200 m2,,To Rent ,Century21,2def11a0f1d0f0c0ab41c0849f1a7c0e
"Tirana, Albania",Apartment 2+1+2 +2 parking spaces for rent in Lake Dry,"1,800 €",160 m2,,To Rent ,Century21,3e5be3fd041437d9c8bb5fa916dfb152
"Tirana, Albania","Apartment 2+2+2+Parking for rent near the mosque, Zoological Botanical Garden",800 €,127 m2,,To Rent ,Century21,0f1a51ee2d83fe3b0781bea0f8105719
"Farke Tirana, Albania",Villa in Swan Lake Residence!,"498,768 €",386 m2,,For Sale ,Century21,f1be2b904efdac1f6e54dddacb2e0450
"Farke Tirana, Albania",Villa in Swan Lake Residence!,"731,335 €",527 m2,,For Sale ,Century21,6f5e12e23f239fbe4c4d676aab2ac08e
"Tirana, Albania",BASEMENT AMBIENT BD2 FOR SALE IN THE AREA OF THE FORMER TRAIN STATION.,"75,000 €",101 m2,,For Sale ,Century21,b12cfa9ebc461ef699a6cecc8d2a69b9
"Tirana, Albania",GARAGE AMBIENT FOR SALE IN THE AREA OF THE FORMER TRAIN STATION.,"100,000 €",401 m2,,For Sale ,Century21,6690e0f8bc6d8a2c2f4934d967f510f7
"Tirana, Albania",SHOP FOR SALE IN THE AREA OF THE FORMER TRAIN STATION.,"160,000 €",110 m2,,For Sale ,Century21,4eee3190d9b3bdf2972b59b0b7b329ed
"Tirana, Albania",SHOP FOR SALE IN THE AREA OF THE FORMER TRAIN STATION.,"180,000 €",149 m2,,For Sale ,Century21,560ca71d2bf090d2b76dfc656bc7fdc9
"Tirana, Albania",2+1 APARTMENT FOR RENT ON BARRICADE STREET!!,750 €,102 m2,,To Rent ,Century21,275b0ee7f8b3475064d9e0d6f7ac2167
"Tirana, Albania",LUXURY 2+1 APARTMENT FOR SALE NEAR THE ZOOLOGICAL BOTANICAL GARDEN!,"270,000 €",110 m2,,Reserved ,Century21,68a968701e9b9299140b2190e78c4ca5
"RRUGA FUAT TOPTANI Tirana, Albania","FOR SALE 3 DETACHED VILLAS, NEAR GERMAN VILLAS!","1,500,000 €",2420 m2,,For Sale ,Century21,b78af01fcc5bcba40e3324d5eecebdfb
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 IN ASTIR,"125,000 €",98 m2,,For Sale ,Century21,e9d884280acb04d3929af1b4b1c17bb8
"Rruga e Sales Tirana, Albania",Ambient komercial per qira tek Rruga e Sales !,"3,100 €",166 m2,,To Rent ,Century21,99b15ed4958e52bfbb369321f9c208e2
"Tirana, Albania",DUPLEX FOR RENT IN DRY LAKE!,"2,000 €",181 m2,,To Rent ,Century21,ab54e3ecd7157f81bbf4a438ac8301c5
"Tirana, Albania","Office for rent in the former block, 215 m²","3,000 €",215 m2,,Reserved ,Century21,2a4b316163860a728a72fa39c3f5c6e7
"Tirana, Albania",Office for rent in the Municipality of Paris,"2,400 €",330 m2,,To Rent ,Century21,d30a9363788cf9f0be397f5b907810ef
"Tirana, Albania","Office for Sale in the Municipality of Paris, Tirana - €700,000 | 315 m²","700,000 €",315 m2,,For Sale ,Century21,72d2a7fc1b044664093975ee20ad1363
"Tirana, Albania",Commercial premises for sale at the former Bus Park!,"210,000 €",59 m2,,For Sale ,Century21,4ee787e9ec18c0b52a2143c3bb6c67df
"Tirana, Albania",UNIT FOR SALE ON THE GROUND FLOOR IN FRONT OF HARRY FULTZ SCHOOL!,"348,000 €",63 m2,,For Sale ,Century21,bd388cc53b6357fafa6f532bdc4992b1
"Tirana, Albania",FOR SALE PENTHOUSE 3+1+ VERANDA IN KESARAKE,"169,000 €",247 m2,,For Sale ,Century21,062cbf17d8e9579a4b4c24be6080c435
"Tirana, Albania",EXCLUSIVE 1+1 INVESTMENT APARTMENT FOR SALE IN KESARAKE,"116,000 €",71 m2,,For Sale ,Century21,c7e07f2a1ed8bb78bedb0c573ca88ae9
"Laprake, prane Siptalit Ushtarak Tirana, Albania","2+1 APARTMENT FOR RENT IN LAPRAKE, TOTALLY NEW❗️",550 €,75 m2,,To Rent ,Century21,53fa8e1c5abb3f89184c26fca37397c3
"Laprake, prane Siptalit Ushtarak Tirana, Albania",1+1 APARTMENT FOR RENT IN LAPRAKE TOTALLY NEW❗️,450 €,57 m2,,Reserved ,Century21,2de5732c735bcaec8140c59be6fb9a75
"Rr. ""Dalip Topi"" Tirana, Albania","1+1 apartment for sale, OxA residence, Linz","79,000 €",60 m2,,For Sale ,Century21,35e1e6351d347bd0f84165cee6377813
"Rr. ""Dalip Topi"" Tirana, Albania","1+1 apartment for sale, OxA residence, Linz","60,000 €",46 m2,,For Sale ,Century21,c600069194d813b680e0e2996f77a8c0
"Tirana, Albania","1+1 apartment for sale, OxA residence, Linz","86,000 €",66 m2,,For Sale ,Century21,84c2386e6f6ed6c0be966e69d0d2825d
"Rr. ""Dalip Topi"" Tirana, Albania","1+1 apartment for sale, OxA residence, Linz","75,000 €",57 m2,,For Sale ,Century21,c5d1cc0727cb527bf1d78a1ac962d102
"Tirana, Albania",FOR SALE APARTMENT 3+1 CONVERTED INTO 2+1 IN TIRANA GARDEN BUILDING!,"320,000 €",160 m2,,For Sale ,Century21,87bb205510d79f46c0f2ae9286d2f221
"Tirana, Albania",Modern 2+1 apartment for rent on Rruga e Kosovareve,"1,500 €",92 m2,,To Rent ,Century21,0b1588ec26f47ca5265430b9a255d3f4
"Unaza e Re Tirana, Albania","OASIS RESIDENCE, APARTMENT FOR SALE 2+1+2!","198,000 €",117 m2,,For Sale ,Century21,d11b80fe9a18b0806336352097cabafe
"Tirana, Albania",BAR - COFFEE FOR RENT IN FRONT OF BUILDING ENGINEERING!,800 €,150 m2,,To Rent ,Century21,246bd058b2819aadd5ca9605578bda81
"Blloku Tirana, Albania",DUPLEX FOR SALE IN THE BLOCK!!,"345,000 €",145 m2,,For Sale ,Century21,71749a48a6058f1324bbab3286737a49
"Liqeni i Thate Tirana, Albania",FOR RENT DUPLEX 1+1 STUDIO+2 TOILET +VERANDA+GARAGE IN DRY LAKE!,450 €,120 m2,,To Rent ,Century21,ca1ef22a7fd05529784ded6807d78fbf
"Mbikalimi i Komunes se Parisit Tirana, Albania",Panoramic Penthouse 565m2 in the overpass of the Commune of Paris!,Price upon request,565 m2,,For Sale ,Century21,56761cfc3ffc8bc45dba1aeab2235277
"Kodra e Diellit 1 Tirana, Albania",Villa for sale in Residence Kodra e Diellil 1!,Price upon request,350 m2,,For Sale ,Century21,975809ce85d8e48fe65220acb32152d3
"Kodra e Diellit 1 Tirana, Albania",Villa for sale in Residence Kodra e Diellil 1!,"3,500 €",350 m2,,To Rent ,Century21,416d52adb409b17c9f78372d1f1726d3
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR RENT IN MYSLYM SHYR,500 €,40 m2,,Reserved ,Century21,79d1abd88c05cd9b11aa22fa5f71a060
"Rr. Ukraina e Lire Tirana, Albania",OFFICE FOR RENT BEHIND THE TWIN TOWERS!,"1,400 €",160 m2,,To Rent ,Century21,ca3354d5fb4191f8ae66b45e07d7cf89
"Tirana, Albania","COMMERCIAL PREMISES FOR RENT IN ""ALI DEM""",350 €,70 m2,,To Rent ,Century21,2400d7c3ffd69c48bba4290952623387
"Tirana, Albania","COMMERCIAL PREMISES FOR RENT IN ""ALI DEM""",500 €,54 m2,,To Rent ,Century21,8cd6c2fab8750efbfea9ccfa579e01b3
"Tirana, Albania","Business unit, first floor at Lake View!!","1,200 €",63 m2,,To Rent ,Century21,a3150c38ec3f7b0211145c204f771796
"Tirana, Albania","COMMERCIAL ENVIRONMENT FOR SALE IN ""ALI DEM""","88,000 €",70 m2,,For Sale ,Century21,181aa64bee5b90d6c1fbad55acfb1780
"Rruga Liman Kaba Tirana, Albania",APARTMENT FOR RENT 1+1+PARKING SPACE IN THE OLYMPIC PARK.,600 €,84 m2,,To Rent ,Century21,400ec47bac576fbe533f83d24786cf23
"Tirana, Albania","SERVICE AND STORAGE BUILDING FOR RENT IN PRUSH, TIRANA!","4,000 €",1500 m2,,To Rent ,Century21,e826a42e492f2ccd1d079a593de07a8e
"Tirana, Albania",Apartment 1+1.74 m2 for sale in Vizion Plus!,"125,000 €",74 m2,,For Sale ,Century21,b06ec692327dcac852234f0810d2f5dc
"Tirana, Albania",VILLA FOR RENT AT LONG HILL RESIDENCE!,"3,500 €",268 m2,,To Rent ,Century21,de0bbabd1beb59c29e1d05c5f6086266
"Tirana, Albania","Studio for Sale, St. Dritan Hoxha","75,500 €",42 m2,,For Sale ,Century21,364073754ad20c2f1e5cca11293bb140
"Fiori di Bosco, Don Bosco Tirana, Albania",APARTMENT 2+1+2 IN FIORI DI BOSCO FOR OFFICES,850 €,105 m2,,To Rent ,Century21,d69c5dfed9c239cff248b87dc84fbe44
"Rr. ""Beniamin Kruta"" Tirana, Albania","2+1 Apartment for Rent in the Former Aviation Field, Tirana",650 €,73 m2,,To Rent ,Century21,4ef67b47bf1d510c1ae01f8460eb99fa
"Rr. ""Beniamin Kruta"" Tirana, Albania","1+1 Apartment for Rent in the Former Aviation Field, Tirana",550 €,55 m2,,To Rent ,Century21,c81db256baf71aabbe49379148c92306
"Rr. Dritan Hoxha Tirana, Albania",APARTMENT IN STR. DRITAN HOXHA SUITABLE FOR BnB!,"87,000 €",56 m2,,For Sale ,Century21,0ff2166b3fadbd2e81abf5c01277e791
"Myslym Shyri Tirana, Albania","MYSLYM SHYRI, JEPET ME QIRA APARTAMENT 2+1",800 €,84 m2,,To Rent ,Century21,c73699aa1d43d098e86698bd40f7e12b
"Secret Garden Tirana, Albania","SECRET GARDEN, APARTMENT FOR RENT 4+1+2 TOGETHER WITH PARKING POST!","1,500 €",200 m2,,To Rent ,Century21,d154f88e74839ed9950d7d4d2926ce3c
"Secret Garden Tirana, Albania","SECRET GARDEN, APARTMENT FOR SALE 4+1+2 TOGETHER WITH PARKING!","320,000 €",200 m2,,For Sale ,Century21,a02745cf8be8365278036d8b39930fcf
"Tirana, Albania",APARTMENT FOR SALE 1+1+PARKING SPACE IN UNIVERS CITY!,"78,000 €",63 m2,,For Sale ,Century21,358bc8e7af1a7e4c9083e369646b0753
"Rr. ""Sali Nivica"" Tirana, Albania","2+1+2 apartment for rent in the former Electric Market, Tirana",550 €,102 m2,,To Rent ,Century21,7614ec6311edcf759df6368dc23e7ba0
"Tirana, Albania","BOTANICAL GARDEN, APARTMENT FOR SALE 2+1+PARKING SPACE","190,000 €",96 m2,,For Sale ,Century21,084767631cd9d575e1eb1cd3436a6f14
"Tirana, Albania",Office for rent at Garda,"1,800 €",135 m2,,To Rent ,Century21,df611d1c805278727f383605279256fe
"Tirana, Albania",LAND FOR SALE IN MULLET NEAR HERA RESORT,"165,000 €",2500 m2,,For Sale ,Century21,9be6d721286175f8c99cdaef0b36dfdd
"Tirana, Albania",EXCLUSIVE / APARTMENT FOR SALE 2+1 + VERANDA IN KODRA E DIELLI,Price upon request,165 m2,,For Sale ,Century21,6fa8ff6fcfa0a631ac7a9e46af465d2c
"GreenValley Residence Tirana, Albania","FOR RENT, PREMIUM APARTMENT 2+1+2 with PARKING POST ‼️","1,900 €",120 m2,,To Rent ,Century21,6c5512c17ddf05b5c3055f64edba3fde
"Bulervardi i ri Tirana, Albania","Sale, Apartment 3+1 on the new Boulevard","304,000 €",152 m2,,For Sale ,Century21,8cea107ec087a5180ad7ce308d51fe95
"Bulevardi i ri Tirana, Albania","Sale, Apartment 1+1 on the new Boulevard","109,000 €",64 m2,,For Sale ,Century21,89b574d55a547a751529066165bebb67
"prapa POSTA nr 8 Tirana, Albania","RENT, MODERN APARTMENT 2+1 with VIEW ‼️",800 €,105 m2,,To Rent ,Century21,93e1fcd0ab51069e78676d271a170cac
"Tirana, Albania",SHED FOR RENT IN SAUK,800 €,140 m2,,To Rent ,Century21,e149b909893fe22a709e7e972eb41b0f
"Tirana, Albania",2+1+2 Zoo apartment for rent,750 €,119 m2,,To Rent ,Century21,4c41d50175b2237380cadbb4fc69d40b
"Tirana, Albania","Apartment 2+1 for sale in Yzberisht €128,000!","128,000 €",89 m2,,For Sale ,Century21,e24ec0691c5cfe492f51929e98f5789b
"Tirana, Albania",APARTMENT 2+1+2 FOR RENT IN DON BOSCO - TIRANA!,650 €,100 m2,,To Rent ,Century21,d304dcae76dea9b93c1a1754cb3b6246
"Tirana, Albania",WAREHOUSE FOR RENT IN SAUK 360 M2,700 €,360 m2,,To Rent ,Century21,2691c347c14ae4113f426c7275d9c826
"Bulervardi i ri Tirana, Albania","Sale, Apartment 2+1 on the new Boulevard","128,000 €",71 m2,,For Sale ,Century21,f0190ff5a2b3ccc250878a79171113ee
"Laprake, prane Siptalit Ushtarak Tirana, Albania",2+1 APARTMENT FOR RENT IN LAPRAKE❗️,500 €,100 m2,,To Rent ,Century21,3beee624b31a0d1ed376c98e18ec8a50
"Laprake, prane Siptalit Ushtarak Tirana, Albania",1+1 APARTMENT FOR RENT IN LAPRAKE TOTALLY NEW❗️,450 €,57 m2,,To Rent ,Century21,b67c8f8bd6b5130d6142be038583db19
"Tirana, Albania",CELLAR AMBIENT BD1 FOR SALE IN THE AREA OF THE FORMER TRAIN STATION.,"115,000 €",162 m2,,For Sale ,Century21,e9ea134a1a7a5c4f4968076fcd949805
"Tirana, Albania",Individual Villa with Pool for Sale in Farke,"650,000 €",415 m2,,For Sale ,Century21,20f98bad80051e7aa40dfe7d7b72b04a
"Rr. Dritan Hoxha Tirana, Albania",2+1 APARTMENT ON ST. DRITAN HOXHA!,"98,000 €",64 m2,,For Sale ,Century21,09211b732748b195386e2c22592461d9
"Tirana, Albania","COMMERCIAL ENVIRONMENT FOR RENT 40m, FUTURE HOME RESIDENCE!",400 €,40 m2,,To Rent ,Century21,3d99f03c0ffb592ba94fee58aeae4c8b
"Tirana, Albania",VILLA ATTACHED TO LUMINOR RESIDENCE FOR SALE,"750,000 €",411 m2,,For Sale ,Century21,bf3667884886ba9d7b9a87b5fa942fb2
"Tirana, Albania","OFFICE FOR RENT 2+1+2, FUTURE HOME RESIDENCE!","1,100 €",122 m2,,To Rent ,Century21,cd4ffd90d8c2d09d605312070b9c4448
"LAKE VIEW RESIDENCE Tirana, Albania","AP SALE. 3+1+ 2 PARKING SPACE AT ""LAKE VIEW"", TIRANA LAKE!","470,000 €",173 m2,,For Sale ,Century21,e6f7734fb65ce72b37c86d21488b4bba
"Institut Kamez Tirana, Albania","FOR SALE, APARTMENT 2+1 IN THE INSTITUTE","113,000 €",138 m2,,For Sale ,Century21,5fa364cac36f488c4a10c86429592a4c
"Institut Kamez Tirana, Albania","FOR SALE, 1+1 APARTMENT IN THE INSTITUTE","76,000 €",87 m2,,For Sale ,Century21,0c632166d25e95d338af818a0c62d377
"Institut Kamëz Tirana, Albania","FOR SALE, APARTMENT 2+1 IN THE INSTITUTE","111,000 €",147 m2,,For Sale ,Century21,e5d99cf945ca1f4eb1fd2b7f5f180076
"Institut Kamez Tirana, Albania","FOR SALE, APARTMENT 2+1 IN THE INSTITUTE","127,000 €",160 m2,,For Sale ,Century21,483565601a35e32fa3fd9e5d62173531
"Tirana, Albania",Luxury Duplex 2+1+2 dry lake for sale,"370,000 €",187 m2,,For Sale ,Century21,c929351d52c2ace22fd19398ad5b5c7e
"Tirana, Albania",SALE OF LAND IN FARKE MAJADE!,"589,000 €",3800 m2,,For Sale ,Century21,1c242d8502fda627de337915e6ee1c36
"Tek Shkolla e Gjuheve te Huaja, Asim Vokshi Tirana, Albania",Apartment 2++1+2 for rent at the School of Foreign Languages,600 €,80 m2,,To Rent ,Century21,f3e80f80d20d0bf6546c531a022f6b3a
"Tirana, Albania","Service area for sale, plot with coffee bar, billiards, service in IBE!",Price upon request,185 m2,,For Sale ,Century21,d22edf804363da276a082886c41c0818
"Tirana, Albania","APARTMENT 2+1+2 WITH YARD FOR RENT, TEG-LUNDER!","1,800 €",180 m2,,To Rent ,Century21,af8e2828ec466ac6a883ce20ef2b0a4c
"Rruga Faik Turdiu Tirana, Albania",Commercial premises for rent near the Pediatric Hospital!,250 €,38 m2,,To Rent ,Century21,51ede9f11a9621b15a691af56cede885
"Rruga e Kokonozeve Tirana, Albania",PORCELAIN. COMMERCIAL ENVIRONMENT TO RENT,"2,500 €",300 m2,,To Rent ,Century21,e264b195bd2dfe3f438bc8b5f3161566
"Tirana, Albania",Apartment 2+1 for sale on 5 May Street!,"130,000 €",77 m2,,For Sale ,Century21,1c1907c389fe1d4c8c7c3d6407f4e795
"Tirana, Albania","Business premises for rent at the water depots in Student City,",550 €,107 m2,,To Rent ,Century21,10975331db835fdeef73377a880454ff
"Rr. Ali Demi Tirana, Albania",Two-storey villa for sale in the area of Ali Demi,"200,000 €",240 m2,,For Sale ,Century21,f078e143ae0c528d86781fc0be184a59
"Tregu Elekrik Tirana, Albania","ELECTRIC MARKET, COMMERCIAL UNIT FOR RENT","1,000 €",300 m2,,To Rent ,Century21,b18c875d3b2b3acece26154c9bf2dcc7
"Tirana, Albania",FOR RENT 1+1 FOR OFFICE/RESIDENCE NEAR BARDHYL STREET!,350 €,54 m2,,To Rent ,Century21,e81323b1a27386a9518178bf42d1fd8f
"Kompleksi Vind Tirana, Albania","Shop for sale at Ali Demi, Vind Complex","110,000 €",55 m2,,For Sale ,Century21,e46b323b0b0ffc801c39f60666925ce7
"Park Life Residence Tirana, Albania",Apartment for rent 1+1+parking post at Park Life Residence!,500 €,53 m2,,To Rent ,Century21,fe898bd2532d09d1b4e3cf62bd6e1fb9
"Hoxha Tahsim - Pazari i Ri Tirana, Albania","PAZARI I RI, SHESIM APARTAMENT 1+1","125,000 €",47 m2,,For Sale ,Century21,ce8d937f0804c1d7df64dd656d2a3e1c
"Prane Kompleksit Magnet Tirana, Albania","Ish Parku, 2+1+2 Apartment for Rent!",550 €,82 m2,,To Rent ,Century21,33d634b4e6064482a848f8f0d257fc4e
"Rr:""Ndre Mjeda"" Tirana, Albania",BAR-CAFE FOR RENT IN THE MAGNET COMPLEX!,"2,000 €",260 m2,,To Rent ,Century21,817cce2af2d41864afe5ff9d13b4fc86
"Tirana, Albania",APARTMENT 2 + 1 + 1 FOR SALE IN YZBERISHT.,"118,000 €",102 m2,,For Sale ,Century21,24db921dac1008dc45dda469d32d79cf
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE 394 M2 ON DIBRA STREET!,"630,000 €",394 m2,,For Sale ,Century21,9da4e1843d64dbd0b169326b1707ab8e
"Tirana, Albania",1+1 APARTMENT FOR SALE IN PORCELAIN,"73,000 €",55 m2,,For Sale ,Century21,89dd8633afc9930797952d86d6711ae5
"Tirana, Albania",2+1 APARTMENT FOR SALE IN PORCELAIN,"103,000 €",70 m2,,For Sale ,Century21,4bf18a8b0fa96638f85a63db41be8d23
"Tirana, Albania","Apartment 3+1+2+ Parking post for rent near Xamisa, in Don Bosco",700 €,180 m2,,To Rent ,Century21,aaa1b1d7679a741f1655bc2e97f4b3a8
"Rruga Dritan Hoxha Tirana, Albania","APARTMENT FOR SALE 2+1+2 IN ""LION RESIDENCES 2"",",Price upon request,123 m2,,For Sale ,Century21,0f4717cd247bc2db7b7702a30277ae61
"Rruga Dritan Hoxha Tirana, Albania","FOR SALE 1+1 APARTMENT IN ""LION RESIDENCES 2"",",Price upon request,81 m2,,For Sale ,Century21,188fc433720d6f7dca0526c59b987eaf
"Rruga Dritan Hoxha Tirana, Albania","APARTMENT FOR SALE 3+1+2 IN ""LION RESIDENCES 2"",",Price upon request,146 m2,,For Sale ,Century21,008d6beb0ffce10c3137a83bf7c92091
"Tirana, Albania","UNIT FOR SALE / COMMERCIAL ENVIRONMENT ON DIBRA STREET, EDGE OF THE MAIN STREET!","350,000 €",195 m2,,For Sale ,Century21,8678142b5e7b99b926546053cb9384b3
"Rr:""Bedri Karapici"" Tirana, Albania",2+1 APARTMENT FOR SALE NEAR TIRANA GOLDEN PARK 3!,"115,000 €",85 m2,,For Sale ,Century21,4a926fed26265bc4d5e1c69ee7dc7747
"Rezidenca Kodra e Diellit 2 Tirana, Albania",PARKING POST FOR SALE IN KODRA E DIELLI RESIDENCE 2,"19,000 €",28 m2,,For Sale ,Century21,78ee975987abe1be966d500d911aca01
"Rruga ""Dine Hoxha"" Tirana, Albania","APARTMENT FOR SALE 2+1, NEW BULEVARDI","155,700 €",120 m2,,For Sale ,Century21,933e2348c3bc1832746ac94e30e14940
"Rruga ""Dine Hoxha"" Tirana, Albania","APARTMENT FOR SALE 2+1, NEW BULEVARDI","161,100 €",124 m2,,For Sale ,Century21,e6a16293c36ffcb69cf70a7bcc73eb04
"Tirana, Albania",1-storey villa for sale in Selite!,Price upon request,360 m2,,For Sale ,Century21,5f7f44fbe0f868457c14838d2f0e4a95
"Tirana, Albania",Warehouse in Berat for rent,"1,250 €",1200 m2,,To Rent ,Century21,c11aa1d4afba140c04a5b316c8a21342
"Rruga: Jordan Misja Tirana, Albania",MODERN APARTMENT FOR RENT 2+1+2 ON NEW BULEVARDI❗️,900 €,100 m2,,To Rent ,Century21,47c64e42f5c50da52b70222a111d7a73
"Fusha e Aviacionit Tirana, Albania",Apartment 3+1+2 at the Former Aviation Field,"209,000 €",149 m2,,For Sale ,Century21,9f34763201555e2722c25fefb73d6cfb
"Fusha e Aviacionit Tirana, Albania",1+1 apartment at the Former Aviation Field,"101,000 €",70 m2,,For Sale ,Century21,493037d9d3b488af084ef14a1ed068b6
"Fusha e Aviacionit Tirana, Albania",1+1 apartment at the Former Aviation Field,"99,500 €",69 m2,,For Sale ,Century21,9b2b16784cd29e078d63ddb64cc7dcc5
"Fusha e Aviacionit Tirana, Albania",1+1 apartment at the Former Aviation Field,"106,200 €",73 m2,,For Sale ,Century21,57a98d9a854b278cfdf7dfccb96709e8
"Tirana, Albania","BARGAIN! APARTMENT FOR SALE 2+1+2 IN RINGSIDE RESIDENCES, NEAR NEW BOULEVARD IN PASKUQAN!","105,735 €",111 m2,,For Sale ,Century21,a499bc11f99b3771f74be631cc2fb842
"Tirana, Albania","Qera, Apartament 1+1, Rruga Myslym Shyri,Tirane.",500 €  ,60 m2,1,To Rent,Future Home,94118daf5ac02e4b8f5a82542f763dcd
"Tirana, Albania","For sale, Apartment 1+1, Lake Dry","158,500 € ",93 m2,1,For Sale,Future Home,d5f6b3ae34b9930249e54af75e0a640c
"Tirana, Albania","For sale, Business Bar-Cafe, Vasil Shanto, Tirana",500 € ,61 m2,,For Sale,Future Home,58006e0cad8ada47f6955415ac1b3a90
"Tirana, Albania","For sale, Apartment 2+1 Dinamo Stadium, Tirana","225,000 € ",71 m2,2,For Sale,Future Home,6f8894565ac69e5aa1b3fed5ca1cf952
"Tirana, Albania","For sale, Apartment 1+1, Former Aviation Field","106,150 € ",73 m2,1,For Sale,Future Home,e53b581be0c03cb955cfc3cd214eed22
"Tirana, Albania","For sale, Apartment 1+1, Former Aviation Field","208,800 € ",149 m2,3,For Sale,Future Home,f0d5004e51a91f0ec630d7729f4f1b37
"Tirana, Albania","For sale, Apartment 3+1+2, Residence ""Sofia"", TEG.","369,000 € ",137 m2,3,For Sale,Future Home,d0d7c65813abf3e4fe6aee7698b44a1e
"Tirana, Albania","For sale, Apartment 1+1, Former Aviation Field","69,110 € ",77 m2,1,For Sale,Future Home,932bbcbd06eea8c06dd827ef32c1931d
"Tirana, Albania","For sale, Apartment 1+1, Former Aviation Field","70,260 € ",78 m2,1,For Sale,Future Home,46a1eb06ed89ba328395e77e971e7e87
"Tirana, Albania","For sale, Apartment 1+1, Former Aviation Field","69,110 € ",77 m2,1,For Sale,Future Home,932bbcbd06eea8c06dd827ef32c1931d
"Tirana, Albania","Qera, Apartament 3+1+Post Parkimi, Rezidenca ‘Kodra e Diellit 1’, Tiranë.",650 €  ,107 m2,3,To Rent,Future Home,05ff08ce1ecc79513629e17b9e668e8b
"Tirana, Albania","For sale, Apartment 2+1, Yzberisht.","120,000 € ",112 m2,2,For Sale,Future Home,3f9f98b7ba2dccc05d8acd7ec43aacfc
"Tirana, Albania","For sale, Studio, 21 December, Tirana","78,000 € ",30 m2,1,For Sale,Future Home,fe2babe5b2204c759e9ad66497107d67
"Tirana, Albania","Shitet, Apartament 2+1, Ali Demi, Tiranë","132,000 € ","77,3 m2",2,For Sale,Future Home,8f00febd41943c2b9c440aa54a1c7a09
"Tirana, Albania","Qera, Apartament 2+1, Stacioni i Trenit, Tirane.",850 €  ,99 m2,2,To Rent,Future Home,8fa89acaab0998ea73fbf83c1763c9eb
"Tirana, Albania","For rent, commercial bar premises on Mine Peza Street, Center, Tirana.","3,000 €  ",400 m2,,To Rent,Future Home,a744d353c46f2daf7c3c92e2b033dbd0
"Tirana, Albania","For sale, Commercial Bar Business on Mine Peza Street, Center, Tirana.","50,000 € ",400 m2,,For Sale,Future Home,67458f06833b0ce2d8e0e8be5eebc9de
"Tirana, Albania","Rent, Apartment 2+1, Lake View","1,200 €  ",92 m2,2,To Rent,Future Home,410e775972bcd023b1db50a67d8dcefe
"Tirana, Albania","Rent, Apartment 1+1, Rruga 5 Maji, Tirana",500 €  ,87 m2,1,To Rent,Future Home,dcd67e0515ee444ceb12437a8bff4504
"Tirana, Albania","For sale, Commercial Bar on Mine Peza Street, Center, Tirana.","1,500,000 € ",154 m2,,For Sale,Future Home,13daeb5b249b6f96bebd12f73d201d8b
"Tirana, Albania","Sale, Apartment 2+1+2, Reshit Petrela Street, Train Station, Tirana","210,000 € ",,2,For Sale,Future Home,8e262227cd26b61be6d1078141808e2a
"Tirana, Albania","Rent, Apartment 2+1+Parking Post, Dry Lake",750 €  ,105 m2,2,To Rent,Future Home,4b90e2c8bd078b3ac7ef4b2a80bb2201
"Tirana, Albania","Rent, Apartment 1+1, former Bus Park",500 €  ,60 m2,1,To Rent,Future Home,0adf9db41afddbd74c412e2d66d713f9
"Tirana, Albania","For sale, Business Area, Kontakt Complex","250,000 € ",,1,For Sale,Future Home,c619da6b0b3e1690d58a118880002f02
"Tirana, Albania","Shitet, Apartament 2+1, Fresk, Tiranë","95,000 € ",123 m2,2,For Sale,Future Home,4b3d1225fefe1248b1ec479f26e442d6
"Tirana, Albania","For sale, Post Parking, Kthesa e Kamze.","25,000 € ",,,For Sale,Future Home,8ef9273d74fa9f10ee2f8d516347f50c
"Tirana, Albania","For sale, Business Area, Kthesa e Kamze.","150,000 € ",250 m2,,For Sale,Future Home,910aeae12725777f394c6facc1a6972e
"Tirana, Albania","For sale, Business Area, Kthesa e Kamze.","220,000 € ",104 m2,,For Sale,Future Home,2f2cb81720910a0105a3c99f8dba228f
"Tirana, Albania","Rent, Apartment 1+1, Kinostudio, Tirana",700 €  ,86 m2,1,To Rent,Future Home,b7c9958ddeee675310fe432c851b8a91
"Tirana, Albania","For sale, Apartment 3+1+2, New Ring","185,000 € ",137 m2,3,For Sale,Future Home,d62be0df234501e06ae220c41fb6a233
"Tirana, Albania","Shitet, Apartament 3+1+2, Rezidenca Kodra e Diellit","300,000 € ",153 m2,3,For Sale,Future Home,5c3c95d9f9e260cdd77c81ae743bd8a2
"Tirana, Albania","Shitet, Post Parkimi, Ish Parku i Autobuzave.","18,000 € ",,,For Sale,Future Home,2664f844546c279abd36009f63b4ac09
"Tirana, Albania","Qera, Ambient Biznesi, Gener 2, Tiranë.","1,000 €  ",118 m2,,To Rent,Future Home,cf6f97adfb51c80d9abf999df98665cb
"Tirana, Albania","Rent, Store, Sabaudin Gabrani Street",550 €  ,,,To Rent,Future Home,ff23d08cc31cba55be3aefa5029d2b73
"Tirana, Albania","Qera, Apartament 2+1+2+Post Parkimi, Univers City, QTU",400 €  ,,2,To Rent,Future Home,247e1eff954e14ebd784a1eefaefdd14
